,Speed (mm/s),Pressure (psi),Material,Thivex,Time Period,Batches,Radius,Line Shape,Needle Size,Needle dia (um),AreaA1 (mm2),FlowQ1 (mm3/s),ShearS1 (1/s),ViscosN1 (PaS),Width (um)
1164,50,75,DS30,1%,Phase1: First 30 mins,Batch 1,1,Straight,18,838,0.55126154,27.563077,477.326969,0.110521069,1409.116699
1170,20,85,DS30,1%,Phase1: First 30 mins,Batch 1,1,Straight,18,838,0.55126154,11.0252308,190.9307876,0.150919265,3021.453775
1176,30,85,DS30,1%,Phase1: First 30 mins,Batch 1,1,Straight,18,838,0.55126154,16.5378462,286.3961814,0.131484226,2226.672865
1182,40,85,DS30,1%,Phase1: First 30 mins,Batch 1,1,Straight,18,838,0.55126154,22.0504616,381.8615752,0.119232454,1766.629259
1188,50,85,DS30,1%,Phase1: First 30 mins,Batch 1,1,Straight,18,838,0.55126154,27.563077,477.326969,0.110521069,1508.971576
1194,20,95,DS30,1%,Phase1: First 30 mins,Batch 1,1,Straight,18,838,0.55126154,11.0252308,190.9307876,0.150919265,3282.767832
1200,30,95,DS30,1%,Phase1: First 30 mins,Batch 1,1,Straight,18,838,0.55126154,16.5378462,286.3961814,0.131484226,2538.084227
1206,40,95,DS30,1%,Phase1: First 30 mins,Batch 1,1,Straight,18,838,0.55126154,22.0504616,381.8615752,0.119232454,1870.590087
1212,50,95,DS30,1%,Phase1: First 30 mins,Batch 1,1,Straight,18,838,0.55126154,27.563077,477.326969,0.110521069,1656.8188
1218,20,65,DS30,1%,Phase2: 30 mins to 60 min,Batch 1,1,Straight,18,838,0.55126154,11.0252308,190.9307876,0.150919265,2113.68929
1224,30,65,DS30,1%,Phase2: 30 mins to 60 min,Batch 1,1,Straight,18,838,0.55126154,16.5378462,286.3961814,0.131484226,1571.097248
1230,40,65,DS30,1%,Phase2: 30 mins to 60 min,Batch 1,1,Straight,18,838,0.55126154,22.0504616,381.8615752,0.119232454,1244.806132
1236,50,65,DS30,1%,Phase2: 30 mins to 60 min,Batch 1,1,Straight,18,838,0.55126154,27.563077,477.326969,0.110521069,1024.518598
1242,20,75,DS30,1%,Phase2: 30 mins to 60 min,Batch 1,1,Straight,18,838,0.55126154,11.0252308,190.9307876,0.150919265,2359.325926
1248,30,75,DS30,1%,Phase2: 30 mins to 60 min,Batch 1,1,Straight,18,838,0.55126154,16.5378462,286.3961814,0.131484226,1714.358644
1254,40,75,DS30,1%,Phase2: 30 mins to 60 min,Batch 1,1,Straight,18,838,0.55126154,22.0504616,381.8615752,0.119232454,1376.250073
1260,50,75,DS30,1%,Phase2: 30 mins to 60 min,Batch 1,1,Straight,18,838,0.55126154,27.563077,477.326969,0.110521069,1112.32766
1266,20,85,DS30,1%,Phase2: 30 mins to 60 min,Batch 1,1,Straight,18,838,0.55126154,11.0252308,190.9307876,0.150919265,2697.974522
1272,30,85,DS30,1%,Phase2: 30 mins to 60 min,Batch 1,1,Straight,18,838,0.55126154,16.5378462,286.3961814,0.131484226,2112.248079
1278,40,85,DS30,1%,Phase2: 30 mins to 60 min,Batch 1,1,Straight,18,838,0.55126154,22.0504616,381.8615752,0.119232454,1696.60122
1284,50,85,DS30,1%,Phase2: 30 mins to 60 min,Batch 1,1,Straight,18,838,0.55126154,27.563077,477.326969,0.110521069,1313.053537
1290,20,95,DS30,1%,Phase2: 30 mins to 60 min,Batch 1,1,Straight,18,838,0.55126154,11.0252308,190.9307876,0.150919265,2954.316757
1296,30,95,DS30,1%,Phase2: 30 mins to 60 min,Batch 1,1,Straight,18,838,0.55126154,16.5378462,286.3961814,0.131484226,2284.733572
1302,40,95,DS30,1%,Phase2: 30 mins to 60 min,Batch 1,1,Straight,18,838,0.55126154,22.0504616,381.8615752,0.119232454,2015.392063
1308,50,95,DS30,1%,Phase2: 30 mins to 60 min,Batch 1,1,Straight,18,838,0.55126154,27.563077,477.326969,0.110521069,1397.67204
1314,20,65,DS30,1%,Phase3: After 60 mins,Batch 1,1,Straight,18,838,0.55126154,11.0252308,190.9307876,0.150919265,1408.210443
1320,30,65,DS30,1%,Phase3: After 60 mins,Batch 1,1,Straight,18,838,0.55126154,16.5378462,286.3961814,0.131484226,1036.54965
1326,40,65,DS30,1%,Phase3: After 60 mins,Batch 1,1,Straight,18,838,0.55126154,22.0504616,381.8615752,0.119232454,797.9922141
1332,50,65,DS30,1%,Phase3: After 60 mins,Batch 1,1,Straight,18,838,0.55126154,27.563077,477.326969,0.110521069,762.9123406
1338,20,75,DS30,1%,Phase3: After 60 mins,Batch 1,1,Straight,18,838,0.55126154,11.0252308,190.9307876,0.150919265,1585.513273
1344,30,75,DS30,1%,Phase3: After 60 mins,Batch 1,1,Straight,18,838,0.55126154,16.5378462,286.3961814,0.131484226,1199.312758
1350,40,75,DS30,1%,Phase3: After 60 mins,Batch 1,1,Straight,18,838,0.55126154,22.0504616,381.8615752,0.119232454,931.8241296
1356,50,75,DS30,1%,Phase3: After 60 mins,Batch 1,1,Straight,18,838,0.55126154,27.563077,477.326969,0.110521069,841.5229967
1362,20,85,DS30,1%,Phase3: After 60 mins,Batch 1,1,Straight,18,838,0.55126154,11.0252308,190.9307876,0.150919265,2063.984714
1368,30,85,DS30,1%,Phase3: After 60 mins,Batch 1,1,Straight,18,838,0.55126154,16.5378462,286.3961814,0.131484226,1383.002821
1374,40,85,DS30,1%,Phase3: After 60 mins,Batch 1,1,Straight,18,838,0.55126154,22.0504616,381.8615752,0.119232454,1101.56392
1380,50,85,DS30,1%,Phase3: After 60 mins,Batch 1,1,Straight,18,838,0.55126154,27.563077,477.326969,0.110521069,975.749932
1386,20,95,DS30,1%,Phase3: After 60 mins,Batch 1,1,Straight,18,838,0.55126154,11.0252308,190.9307876,0.150919265,2384.499181
1392,30,95,DS30,1%,Phase3: After 60 mins,Batch 1,1,Straight,18,838,0.55126154,16.5378462,286.3961814,0.131484226,1756.142516
1398,40,95,DS30,1%,Phase3: After 60 mins,Batch 1,1,Straight,18,838,0.55126154,22.0504616,381.8615752,0.119232454,1323.602324
1404,50,95,DS30,1%,Phase3: After 60 mins,Batch 1,1,Straight,18,838,0.55126154,27.563077,477.326969,0.110521069,1151.435664
1410,30,65,DS30,2%,Phase1: First 30 mins,Batch 1,1,Straight,18,838,0.55126154,16.5378462,286.3961814,0.131484226,1759.281198
1416,40,65,DS30,2%,Phase1: First 30 mins,Batch 1,1,Straight,18,838,0.55126154,22.0504616,381.8615752,0.119232454,1414.363067
1422,50,65,DS30,2%,Phase1: First 30 mins,Batch 1,1,Straight,18,838,0.55126154,27.563077,477.326969,0.110521069,1074.573105
1428,20,75,DS30,2%,Phase1: First 30 mins,Batch 1,1,Straight,18,838,0.55126154,11.0252308,190.9307876,0.150919265,2592.962238
1434,30,75,DS30,2%,Phase1: First 30 mins,Batch 1,1,Straight,18,838,0.55126154,16.5378462,286.3961814,0.131484226,1920.704714
1440,40,75,DS30,2%,Phase1: First 30 mins,Batch 1,1,Straight,18,838,0.55126154,22.0504616,381.8615752,0.119232454,1542.13025
1446,50,75,DS30,2%,Phase1: First 30 mins,Batch 1,1,Straight,18,838,0.55126154,27.563077,477.326969,0.110521069,1257.511203
1452,20,85,DS30,2%,Phase1: First 30 mins,Batch 1,1,Straight,18,838,0.55126154,11.0252308,190.9307876,0.150919265,3057.793853
1458,30,85,DS30,2%,Phase1: First 30 mins,Batch 1,1,Straight,18,838,0.55126154,16.5378462,286.3961814,0.131484226,2249.775863
1464,40,85,DS30,2%,Phase1: First 30 mins,Batch 1,1,Straight,18,838,0.55126154,22.0504616,381.8615752,0.119232454,1825.460739
1470,50,85,DS30,2%,Phase1: First 30 mins,Batch 1,1,Straight,18,838,0.55126154,27.563077,477.326969,0.110521069,1413.540671
1476,20,95,DS30,2%,Phase1: First 30 mins,Batch 1,1,Straight,18,838,0.55126154,11.0252308,190.9307876,0.150919265,3295.185425
1482,30,95,DS30,2%,Phase1: First 30 mins,Batch 1,1,Straight,18,838,0.55126154,16.5378462,286.3961814,0.131484226,2570.52363
1488,40,95,DS30,2%,Phase1: First 30 mins,Batch 1,1,Straight,18,838,0.55126154,22.0504616,381.8615752,0.119232454,2001.770119
1494,50,95,DS30,2%,Phase1: First 30 mins,Batch 1,1,Straight,18,838,0.55126154,27.563077,477.326969,0.110521069,1597.605707
1500,20,65,DS30,2%,Phase2: 30 mins to 60 min,Batch 1,1,Straight,18,838,0.55126154,11.0252308,190.9307876,0.150919265,1670.020038
1506,30,65,DS30,2%,Phase2: 30 mins to 60 min,Batch 1,1,Straight,18,838,0.55126154,16.5378462,286.3961814,0.131484226,1257.955474
1512,40,65,DS30,2%,Phase2: 30 mins to 60 min,Batch 1,1,Straight,18,838,0.55126154,22.0504616,381.8615752,0.119232454,1010.596628
1518,50,65,DS30,2%,Phase2: 30 mins to 60 min,Batch 1,1,Straight,18,838,0.55126154,27.563077,477.326969,0.110521069,
1524,20,75,DS30,2%,Phase2: 30 mins to 60 min,Batch 1,1,Straight,18,838,0.55126154,11.0252308,190.9307876,0.150919265,1928.788027
1530,30,75,DS30,2%,Phase2: 30 mins to 60 min,Batch 1,1,Straight,18,838,0.55126154,16.5378462,286.3961814,0.131484226,1327.6225
1536,40,75,DS30,2%,Phase2: 30 mins to 60 min,Batch 1,1,Straight,18,838,0.55126154,22.0504616,381.8615752,0.119232454,1136.157884
1542,50,75,DS30,2%,Phase2: 30 mins to 60 min,Batch 1,1,Straight,18,838,0.55126154,27.563077,477.326969,0.110521069,1010.442533
1548,20,85,DS30,2%,Phase2: 30 mins to 60 min,Batch 1,1,Straight,18,838,0.55126154,11.0252308,190.9307876,0.150919265,2232.750544
1554,30,85,DS30,2%,Phase2: 30 mins to 60 min,Batch 1,1,Straight,18,838,0.55126154,16.5378462,286.3961814,0.131484226,1470.436222
1560,40,85,DS30,2%,Phase2: 30 mins to 60 min,Batch 1,1,Straight,18,838,0.55126154,22.0504616,381.8615752,0.119232454,1265.557463
1566,50,85,DS30,2%,Phase2: 30 mins to 60 min,Batch 1,1,Straight,18,838,0.55126154,27.563077,477.326969,0.110521069,1006.887196
1572,20,95,DS30,2%,Phase2: 30 mins to 60 min,Batch 1,1,Straight,18,838,0.55126154,11.0252308,190.9307876,0.150919265,2474.313058
1578,30,95,DS30,2%,Phase2: 30 mins to 60 min,Batch 1,1,Straight,18,838,0.55126154,16.5378462,286.3961814,0.131484226,2023.684637
1584,40,95,DS30,2%,Phase2: 30 mins to 60 min,Batch 1,1,Straight,18,838,0.55126154,22.0504616,381.8615752,0.119232454,1535.739879
1590,50,95,DS30,2%,Phase2: 30 mins to 60 min,Batch 1,1,Straight,18,838,0.55126154,27.563077,477.326969,0.110521069,1434.834118
1596,20,65,DS30,2%,Phase3: After 60 mins,Batch 1,1,Straight,18,838,0.55126154,11.0252308,190.9307876,0.150919265,1117.826548
1602,30,65,DS30,2%,Phase3: After 60 mins,Batch 1,1,Straight,18,838,0.55126154,16.5378462,286.3961814,0.131484226,989.7197672
1608,40,65,DS30,2%,Phase3: After 60 mins,Batch 1,1,Straight,18,838,0.55126154,22.0504616,381.8615752,0.119232454,
1614,50,65,DS30,2%,Phase3: After 60 mins,Batch 1,1,Straight,18,838,0.55126154,27.563077,477.326969,0.110521069,
1620,20,75,DS30,2%,Phase3: After 60 mins,Batch 1,1,Straight,18,838,0.55126154,11.0252308,190.9307876,0.150919265,1407.478459
1626,30,75,DS30,2%,Phase3: After 60 mins,Batch 1,1,Straight,18,838,0.55126154,16.5378462,286.3961814,0.131484226,1152.899572
1632,40,75,DS30,2%,Phase3: After 60 mins,Batch 1,1,Straight,18,838,0.55126154,22.0504616,381.8615752,0.119232454,942.7687471
1638,50,75,DS30,2%,Phase3: After 60 mins,Batch 1,1,Straight,18,838,0.55126154,27.563077,477.326969,0.110521069,949.4351923
1644,20,85,DS30,2%,Phase3: After 60 mins,Batch 1,1,Straight,18,838,0.55126154,11.0252308,190.9307876,0.150919265,1710.314537
1650,30,85,DS30,2%,Phase3: After 60 mins,Batch 1,1,Straight,18,838,0.55126154,16.5378462,286.3961814,0.131484226,1202.757622
1656,40,85,DS30,2%,Phase3: After 60 mins,Batch 1,1,Straight,18,838,0.55126154,22.0504616,381.8615752,0.119232454,1053.912974
1662,50,85,DS30,2%,Phase3: After 60 mins,Batch 1,1,Straight,18,838,0.55126154,27.563077,477.326969,0.110521069,962.4988242
1668,20,95,DS30,2%,Phase3: After 60 mins,Batch 1,1,Straight,18,838,0.55126154,11.0252308,190.9307876,0.150919265,1795.65378
1674,30,95,DS30,2%,Phase3: After 60 mins,Batch 1,1,Straight,18,838,0.55126154,16.5378462,286.3961814,0.131484226,1407.996657
1680,40,95,DS30,2%,Phase3: After 60 mins,Batch 1,1,Straight,18,838,0.55126154,22.0504616,381.8615752,0.119232454,1285.442871
1686,50,95,DS30,2%,Phase3: After 60 mins,Batch 1,1,Straight,18,838,0.55126154,27.563077,477.326969,0.110521069,1175.494177
1692,30,65,SS960,0%,Phase1: First 30 mins,Batch 1,1,Straight,18,838,0.55126154,16.5378462,286.3961814,0.131484226,1176.914455
1698,40,65,SS960,0%,Phase1: First 30 mins,Batch 1,1,Straight,18,838,0.55126154,22.0504616,381.8615752,0.119232454,1006.682661
1704,50,65,SS960,0%,Phase1: First 30 mins,Batch 1,1,Straight,18,838,0.55126154,27.563077,477.326969,0.110521069,821.0330781
1710,20,75,SS960,0%,Phase1: First 30 mins,Batch 1,1,Straight,18,838,0.55126154,11.0252308,190.9307876,0.150919265,1827.40029
1716,30,75,SS960,0%,Phase1: First 30 mins,Batch 1,1,Straight,18,838,0.55126154,16.5378462,286.3961814,0.131484226,1268.878398
1722,40,75,SS960,0%,Phase1: First 30 mins,Batch 1,1,Straight,18,838,0.55126154,22.0504616,381.8615752,0.119232454,1051.636607
1728,50,75,SS960,0%,Phase1: First 30 mins,Batch 1,1,Straight,18,838,0.55126154,27.563077,477.326969,0.110521069,841.1350993
1734,20,85,SS960,0%,Phase1: First 30 mins,Batch 1,1,Straight,18,838,0.55126154,11.0252308,190.9307876,0.150919265,1991.670536
1740,30,85,SS960,0%,Phase1: First 30 mins,Batch 1,1,Straight,18,838,0.55126154,16.5378462,286.3961814,0.131484226,1483.871018
1746,40,85,SS960,0%,Phase1: First 30 mins,Batch 1,1,Straight,18,838,0.55126154,22.0504616,381.8615752,0.119232454,1145.028329
1752,50,85,SS960,0%,Phase1: First 30 mins,Batch 1,1,Straight,18,838,0.55126154,27.563077,477.326969,0.110521069,931.8941495
1758,20,95,SS960,0%,Phase1: First 30 mins,Batch 1,1,Straight,18,838,0.55126154,11.0252308,190.9307876,0.150919265,2190.110425
1764,30,95,SS960,0%,Phase1: First 30 mins,Batch 1,1,Straight,18,838,0.55126154,16.5378462,286.3961814,0.131484226,1682.849894
1770,40,95,SS960,0%,Phase1: First 30 mins,Batch 1,1,Straight,18,838,0.55126154,22.0504616,381.8615752,0.119232454,1254.610577
1776,50,95,SS960,0%,Phase1: First 30 mins,Batch 1,1,Straight,18,838,0.55126154,27.563077,477.326969,0.110521069,970.5989982
1782,20,65,SS960,0%,Phase2: 30 mins to 60 min,Batch 1,1,Straight,18,838,0.55126154,11.0252308,190.9307876,0.150919265,1274.918095
1788,30,65,SS960,0%,Phase2: 30 mins to 60 min,Batch 1,1,Straight,18,838,0.55126154,16.5378462,286.3961814,0.131484226,874.1114452
1794,40,65,SS960,0%,Phase2: 30 mins to 60 min,Batch 1,1,Straight,18,838,0.55126154,22.0504616,381.8615752,0.119232454,884.0004357
1800,50,65,SS960,0%,Phase2: 30 mins to 60 min,Batch 1,1,Straight,18,838,0.55126154,27.563077,477.326969,0.110521069,749.2596512
1806,20,75,SS960,0%,Phase2: 30 mins to 60 min,Batch 1,1,Straight,18,838,0.55126154,11.0252308,190.9307876,0.150919265,1403.065792
1812,30,75,SS960,0%,Phase2: 30 mins to 60 min,Batch 1,1,Straight,18,838,0.55126154,16.5378462,286.3961814,0.131484226,1046.364049
1818,40,75,SS960,0%,Phase2: 30 mins to 60 min,Batch 1,1,Straight,18,838,0.55126154,22.0504616,381.8615752,0.119232454,835.8017864
1824,50,75,SS960,0%,Phase2: 30 mins to 60 min,Batch 1,1,Straight,18,838,0.55126154,27.563077,477.326969,0.110521069,844.9365843
1830,20,85,SS960,0%,Phase2: 30 mins to 60 min,Batch 1,1,Straight,18,838,0.55126154,11.0252308,190.9307876,0.150919265,1567.189279
1836,30,85,SS960,0%,Phase2: 30 mins to 60 min,Batch 1,1,Straight,18,838,0.55126154,16.5378462,286.3961814,0.131484226,1139.175963
1842,40,85,SS960,0%,Phase2: 30 mins to 60 min,Batch 1,1,Straight,18,838,0.55126154,22.0504616,381.8615752,0.119232454,873.9181035
1848,50,85,SS960,0%,Phase2: 30 mins to 60 min,Batch 1,1,Straight,18,838,0.55126154,27.563077,477.326969,0.110521069,798.6382412
1854,20,95,SS960,0%,Phase2: 30 mins to 60 min,Batch 1,1,Straight,18,838,0.55126154,11.0252308,190.9307876,0.150919265,1809.317118
1860,30,95,SS960,0%,Phase2: 30 mins to 60 min,Batch 1,1,Straight,18,838,0.55126154,16.5378462,286.3961814,0.131484226,1324.144306
1866,40,95,SS960,0%,Phase2: 30 mins to 60 min,Batch 1,1,Straight,18,838,0.55126154,22.0504616,381.8615752,0.119232454,957.3286508
1872,50,95,SS960,0%,Phase2: 30 mins to 60 min,Batch 1,1,Straight,18,838,0.55126154,27.563077,477.326969,0.110521069,915.3496477
1878,20,65,SS960,0%,Phase3: After 60 mins,Batch 1,1,Straight,18,838,0.55126154,11.0252308,190.9307876,0.150919265,1035.016203
1884,30,65,SS960,0%,Phase3: After 60 mins,Batch 1,1,Straight,18,838,0.55126154,16.5378462,286.3961814,0.131484226,
1890,40,65,SS960,0%,Phase3: After 60 mins,Batch 1,1,Straight,18,838,0.55126154,22.0504616,381.8615752,0.119232454,
1896,50,65,SS960,0%,Phase3: After 60 mins,Batch 1,1,Straight,18,838,0.55126154,27.563077,477.326969,0.110521069,
1902,20,75,SS960,0%,Phase3: After 60 mins,Batch 1,1,Straight,18,838,0.55126154,11.0252308,190.9307876,0.150919265,1184.105871
1908,30,75,SS960,0%,Phase3: After 60 mins,Batch 1,1,Straight,18,838,0.55126154,16.5378462,286.3961814,0.131484226,945.2334587
1914,40,75,SS960,0%,Phase3: After 60 mins,Batch 1,1,Straight,18,838,0.55126154,22.0504616,381.8615752,0.119232454,
1920,50,75,SS960,0%,Phase3: After 60 mins,Batch 1,1,Straight,18,838,0.55126154,27.563077,477.326969,0.110521069,
1926,20,85,SS960,0%,Phase3: After 60 mins,Batch 1,1,Straight,18,838,0.55126154,11.0252308,190.9307876,0.150919265,1381.502902
1932,30,85,SS960,0%,Phase3: After 60 mins,Batch 1,1,Straight,18,838,0.55126154,16.5378462,286.3961814,0.131484226,1008.228194
1938,40,85,SS960,0%,Phase3: After 60 mins,Batch 1,1,Straight,18,838,0.55126154,22.0504616,381.8615752,0.119232454,845.2883791
1944,50,85,SS960,0%,Phase3: After 60 mins,Batch 1,1,Straight,18,838,0.55126154,27.563077,477.326969,0.110521069,707.5998752
1950,20,95,SS960,0%,Phase3: After 60 mins,Batch 1,1,Straight,18,838,0.55126154,11.0252308,190.9307876,0.150919265,1501.665319
1956,30,95,SS960,0%,Phase3: After 60 mins,Batch 1,1,Straight,18,838,0.55126154,16.5378462,286.3961814,0.131484226,1135.207796
1962,40,95,SS960,0%,Phase3: After 60 mins,Batch 1,1,Straight,18,838,0.55126154,22.0504616,381.8615752,0.119232454,976.2504549
1968,50,95,SS960,0%,Phase3: After 60 mins,Batch 1,1,Straight,18,838,0.55126154,27.563077,477.326969,0.110521069,809.7270032
1974,30,65,SS960,1%,Phase1: First 30 mins,Batch 1,1,Straight,18,838,0.55126154,16.5378462,286.3961814,0.131484226,
1980,40,65,SS960,1%,Phase1: First 30 mins,Batch 1,1,Straight,18,838,0.55126154,22.0504616,381.8615752,0.119232454,
1986,50,65,SS960,1%,Phase1: First 30 mins,Batch 1,1,Straight,18,838,0.55126154,27.563077,477.326969,0.110521069,
1992,20,75,SS960,1%,Phase1: First 30 mins,Batch 1,1,Straight,18,838,0.55126154,11.0252308,190.9307876,0.150919265,781.4478916
1998,30,75,SS960,1%,Phase1: First 30 mins,Batch 1,1,Straight,18,838,0.55126154,16.5378462,286.3961814,0.131484226,
2004,40,75,SS960,1%,Phase1: First 30 mins,Batch 1,1,Straight,18,838,0.55126154,22.0504616,381.8615752,0.119232454,
2010,50,75,SS960,1%,Phase1: First 30 mins,Batch 1,1,Straight,18,838,0.55126154,27.563077,477.326969,0.110521069,
2016,20,85,SS960,1%,Phase1: First 30 mins,Batch 1,1,Straight,18,838,0.55126154,11.0252308,190.9307876,0.150919265,789.2444477
2022,30,85,SS960,1%,Phase1: First 30 mins,Batch 1,1,Straight,18,838,0.55126154,16.5378462,286.3961814,0.131484226,649.6270033
2028,40,85,SS960,1%,Phase1: First 30 mins,Batch 1,1,Straight,18,838,0.55126154,22.0504616,381.8615752,0.119232454,558.4468762
2034,50,85,SS960,1%,Phase1: First 30 mins,Batch 1,1,Straight,18,838,0.55126154,27.563077,477.326969,0.110521069,
2040,20,95,SS960,1%,Phase1: First 30 mins,Batch 1,1,Straight,18,838,0.55126154,11.0252308,190.9307876,0.150919265,853.1325011
2046,30,95,SS960,1%,Phase1: First 30 mins,Batch 1,1,Straight,18,838,0.55126154,16.5378462,286.3961814,0.131484226,651.9415763
2052,40,95,SS960,1%,Phase1: First 30 mins,Batch 1,1,Straight,18,838,0.55126154,22.0504616,381.8615752,0.119232454,589.4274169
2058,50,95,SS960,1%,Phase1: First 30 mins,Batch 1,1,Straight,18,838,0.55126154,27.563077,477.326969,0.110521069,
2064,20,65,SS960,1%,Phase2: 30 mins to 60 min,Batch 1,1,Straight,18,838,0.55126154,11.0252308,190.9307876,0.150919265,
2070,30,65,SS960,1%,Phase2: 30 mins to 60 min,Batch 1,1,Straight,18,838,0.55126154,16.5378462,286.3961814,0.131484226,
2076,40,65,SS960,1%,Phase2: 30 mins to 60 min,Batch 1,1,Straight,18,838,0.55126154,22.0504616,381.8615752,0.119232454,
2082,50,65,SS960,1%,Phase2: 30 mins to 60 min,Batch 1,1,Straight,18,838,0.55126154,27.563077,477.326969,0.110521069,
2088,20,75,SS960,1%,Phase2: 30 mins to 60 min,Batch 1,1,Straight,18,838,0.55126154,11.0252308,190.9307876,0.150919265,
2094,30,75,SS960,1%,Phase2: 30 mins to 60 min,Batch 1,1,Straight,18,838,0.55126154,16.5378462,286.3961814,0.131484226,
2100,40,75,SS960,1%,Phase2: 30 mins to 60 min,Batch 1,1,Straight,18,838,0.55126154,22.0504616,381.8615752,0.119232454,
2106,50,75,SS960,1%,Phase2: 30 mins to 60 min,Batch 1,1,Straight,18,838,0.55126154,27.563077,477.326969,0.110521069,
2112,20,85,SS960,1%,Phase2: 30 mins to 60 min,Batch 1,1,Straight,18,838,0.55126154,11.0252308,190.9307876,0.150919265,640.0803181
2118,30,85,SS960,1%,Phase2: 30 mins to 60 min,Batch 1,1,Straight,18,838,0.55126154,16.5378462,286.3961814,0.131484226,
2124,40,85,SS960,1%,Phase2: 30 mins to 60 min,Batch 1,1,Straight,18,838,0.55126154,22.0504616,381.8615752,0.119232454,
2130,50,85,SS960,1%,Phase2: 30 mins to 60 min,Batch 1,1,Straight,18,838,0.55126154,27.563077,477.326969,0.110521069,
2136,20,95,SS960,1%,Phase2: 30 mins to 60 min,Batch 1,1,Straight,18,838,0.55126154,11.0252308,190.9307876,0.150919265,781.2122065
2142,30,95,SS960,1%,Phase2: 30 mins to 60 min,Batch 1,1,Straight,18,838,0.55126154,16.5378462,286.3961814,0.131484226,
2148,40,95,SS960,1%,Phase2: 30 mins to 60 min,Batch 1,1,Straight,18,838,0.55126154,22.0504616,381.8615752,0.119232454,
2154,50,95,SS960,1%,Phase2: 30 mins to 60 min,Batch 1,1,Straight,18,838,0.55126154,27.563077,477.326969,0.110521069,
2160,20,65,SS960,1%,Phase3: After 60 mins,Batch 1,1,Straight,18,838,0.55126154,11.0252308,190.9307876,0.150919265,
2166,30,65,SS960,1%,Phase3: After 60 mins,Batch 1,1,Straight,18,838,0.55126154,16.5378462,286.3961814,0.131484226,
2172,40,65,SS960,1%,Phase3: After 60 mins,Batch 1,1,Straight,18,838,0.55126154,22.0504616,381.8615752,0.119232454,
2178,50,65,SS960,1%,Phase3: After 60 mins,Batch 1,1,Straight,18,838,0.55126154,27.563077,477.326969,0.110521069,
2184,20,75,SS960,1%,Phase3: After 60 mins,Batch 1,1,Straight,18,838,0.55126154,11.0252308,190.9307876,0.150919265,
2190,30,75,SS960,1%,Phase3: After 60 mins,Batch 1,1,Straight,18,838,0.55126154,16.5378462,286.3961814,0.131484226,
2196,40,75,SS960,1%,Phase3: After 60 mins,Batch 1,1,Straight,18,838,0.55126154,22.0504616,381.8615752,0.119232454,
